Price,Type,Rooms,Bathroom,Car,BuildingArea,Regionname,YearBuilt
417000,3,2,1,1.0,77.0,5,2013.0
600000,2,3,1,2.0,143.0,5,2001.0
440000,2,3,2,1.0,121.0,5,2010.0
660000,3,3,1,2.0,116.0,5,1950.0
270000,3,2,1,1.0,155.0,5,2000.0
631000,3,3,2,2.0,138.0,4,2001.0
532000,2,3,2,1.0,19.0,4,2005.0
504000,3,3,2,1.0,139.0,4,2004.0
468000,2,3,2,2.0,138.0,4,2000.0
709000,3,4,2,2.0,213.0,4,2007.0
485000,3,3,2,1.0,134.0,4,2004.0
540000,3,3,2,1.0,141.0,4,2008.0
390000,3,3,2,1.0,136.0,4,2005.0
800000,3,4,2,2.0,251.0,4,2000.0
740000,3,4,2,2.0,213.0,4,2007.0
605000,3,3,1,2.0,116.0,5,1960.0
685500,3,3,1,2.0,103.0,5,1970.0
610000,3,2,1,1.0,98.0,5,1950.0
630000,3,3,1,1.0,112.0,5,1970.0
810000,3,3,2,2.0,129.0,5,1950.0
487000,1,2,1,2.0,96.0,5,2010.0
700000,3,4,2,2.0,168.0,5,1950.0
600500,3,4,2,1.0,161.0,5,1970.0
730000,3,3,1,2.0,134.0,5,1970.0
800000,3,3,2,2.0,116.0,5,1960.0
750000,2,3,2,2.0,251.0,5,2011.0
740000,3,3,1,1.0,115.0,5,1960.0
646000,3,3,1,2.0,106.0,5,1970.0
545000,3,3,2,3.0,113.0,5,2000.0
777000,3,4,1,2.0,176.0,5,1960.0
722000,3,2,3,1.0,103.0,5,1950.0
545000,3,2,1,3.0,102.0,5,1960.0
510000,2,3,2,2.0,115.0,5,2012.0
631500,3,3,1,3.0,95.0,5,1965.0
550000,3,3,1,3.0,142.0,5,1960.0
330000,3,2,1,1.0,2.0,5,1970.0
715888,3,2,1,1.0,92.0,5,1960.0
468000,2,2,1,1.0,110.0,5,2012.0
515000,3,2,1,2.0,79.0,5,1990.0
895000,1,2,1,1.0,87.0,8,1975.0
587000,1,2,1,1.0,74.0,8,1975.0
2140000,3,4,2,3.0,187.0,8,1925.0
1600000,3,4,2,2.0,242.0,8,2011.0
1003500,3,3,1,2.0,109.0,8,1998.0
802000,1,2,1,1.0,85.0,8,1965.0
1560000,3,3,1,3.0,125.0,8,1955.0
760000,1,2,1,1.0,86.0,8,1985.0
616000,1,2,1,1.0,104.0,8,2005.0
1680000,3,4,1,1.0,90.0,8,1955.0
1120000,3,3,2,3.0,113.0,8,1984.0
1250000,3,4,3,2.0,220.0,8,2014.0
1050000,3,3,2,2.0,120.0,8,1970.0
810000,1,3,1,1.0,115.0,8,1960.0
1460000,3,3,2,2.0,137.0,8,1970.0
875500,1,2,2,1.0,118.0,8,1970.0
1100000,2,3,2,1.0,140.0,8,1987.0
450000,1,2,2,1.0,70.0,8,2007.0
500000,1,2,1,1.0,61.0,8,1970.0
1460000,3,4,3,2.0,228.0,8,1950.0
1740000,3,4,3,2.0,209.0,8,1950.0
1800000,3,4,2,1.0,184.0,8,1935.0
2160000,3,4,2,1.0,231.0,8,1940.0
2130000,3,4,2,2.0,188.0,8,1925.0
400000,1,2,1,1.0,75.0,8,1960.0
926000,3,3,2,2.0,140.0,8,1950.0
1070000,3,3,1,3.0,106.0,8,1970.0
801000,1,2,1,1.0,107.0,8,1994.0
1150000,2,3,2,1.0,3.0,8,2005.0
472000,1,2,1,1.0,68.0,8,2007.0
1300000,3,3,2,2.0,150.0,8,1950.0
1200000,3,4,2,2.0,154.0,8,2002.0
1650000,3,4,2,2.0,210.0,8,2005.0
348000,1,1,1,1.0,53.0,8,1950.0
1189000,1,3,1,1.0,122.0,8,1969.0
610000,1,2,2,1.0,82.0,8,2014.0
492000,1,1,1,1.0,63.0,8,1995.0
806000,1,2,1,1.0,64.0,8,1930.0
2000000,3,3,2,1.0,176.0,8,1940.0
753000,1,2,1,2.0,88.0,8,1960.0
330000,1,1,1,1.0,52.0,8,1970.0
1420000,3,3,1,0.0,108.0,8,1890.0
495000,1,2,1,1.0,60.0,8,2014.0
292000,1,1,1,0.0,56.0,8,1966.0
580000,1,2,1,1.0,76.0,8,2003.0
1300000,3,3,2,1.0,155.0,8,1938.0
1300000,3,3,1,0.0,90.0,8,1900.0
440000,1,2,1,1.0,52.0,8,1970.0
1000000,1,3,3,2.0,145.0,8,1999.0
1741000,3,3,1,1.0,109.0,8,1910.0
655000,1,2,1,1.0,78.0,8,1960.0
488000,1,1,1,1.0,57.0,8,2004.0
2065000,3,3,1,1.0,150.0,8,1910.0
350000,1,1,1,1.0,51.0,8,1960.0
1712000,3,3,1,1.0,130.0,8,1900.0
480000,1,1,1,1.0,50.0,8,1940.0
400000,1,1,1,1.0,41.0,8,1950.0
1650000,1,4,2,3.0,180.0,8,2002.0
587500,1,2,1,1.0,72.0,8,1965.0
560000,1,2,1,1.0,70.0,8,2013.0
1936000,3,4,2,1.0,173.0,8,1890.0
630000,1,3,1,1.0,75.0,8,1970.0
1560000,3,3,2,0.0,148.0,8,1910.0
840000,1,3,2,2.0,88.0,8,2014.0
1780000,3,3,3,2.0,178.0,8,2011.0
815000,1,2,1,1.0,93.0,8,1940.0
1975000,1,3,2,1.0,196.0,8,2010.0
657500,1,2,1,1.0,73.0,8,1965.0
445000,1,1,1,1.0,52.0,8,1970.0
1180000,3,3,1,3.0,92.0,8,1900.0
470000,1,2,1,1.0,70.0,8,1970.0
485000,1,2,1,1.0,76.0,8,2005.0
1855000,3,3,1,1.0,125.0,8,1900.0
665000,1,2,1,3.0,70.0,8,1965.0
1551000,3,3,1,1.0,103.0,8,1890.0
612500,1,2,1,1.0,71.0,8,1960.0
715000,1,2,1,1.0,82.0,8,2001.0
1055000,2,2,2,1.0,151.0,8,1975.0
499000,1,1,1,1.0,56.0,8,1960.0
495000,1,2,1,1.0,85.0,8,1970.0
1400000,3,3,2,1.0,126.0,8,1890.0
370000,1,1,1,1.0,44.0,8,2014.0
627500,1,2,2,2.0,89.0,8,2000.0
815000,3,2,1,2.0,120.0,7,1930.0
565000,2,2,2,1.0,107.0,7,2007.0
994000,3,3,2,2.0,192.0,7,1950.0
785000,3,3,1,0.0,130.0,7,1950.0
620000,2,3,2,2.0,118.0,7,2005.0
706750,2,3,2,2.0,125.0,7,2012.0
584000,3,2,1,1.0,84.0,7,1950.0
909000,3,3,2,2.0,134.0,7,1960.0
1086000,3,4,2,2.0,161.0,7,1960.0
680000,3,2,1,1.0,78.0,7,1950.0
650000,3,2,1,3.0,85.0,7,1950.0
650000,3,3,1,2.0,90.0,7,1955.0
605000,1,2,1,1.0,87.0,7,2008.0
950000,3,3,1,2.0,118.0,7,1960.0
856000,3,4,1,2.0,208.0,7,1975.0
600000,3,3,2,2.0,200.0,7,2012.0
915000,3,3,1,1.0,101.0,7,1950.0
400000,1,2,1,1.0,83.0,7,1970.0
550000,3,3,1,1.0,90.0,7,1960.0
590000,3,2,1,2.0,80.0,7,1955.0
920000,3,2,1,3.0,97.0,7,1950.0
460000,3,2,1,2.0,79.0,7,1955.0
1000500,3,4,2,1.0,191.0,7,1950.0
631000,3,3,1,1.0,99.0,7,1960.0
691000,3,3,1,2.0,86.0,7,1965.0
560000,3,3,1,1.0,87.0,7,1960.0
370000,2,2,1,1.0,90.0,7,2013.0
532000,3,3,1,1.0,86.0,7,1955.0
515500,3,2,1,1.0,111.0,7,1960.0
800000,3,3,1,3.0,88.0,7,1950.0
620000,3,2,1,2.0,88.0,7,1950.0
360000,1,2,1,1.0,85.0,7,1970.0
440500,3,2,1,1.0,81.0,7,1955.0
758000,3,4,1,1.0,152.0,7,1955.0
480000,3,3,1,1.0,13.0,7,1980.0
715000,3,4,2,2.0,196.0,7,1990.0
646250,3,3,1,2.0,18.0,7,1965.0
1375000,3,3,1,1.0,106.0,7,1960.0
722000,3,3,1,2.0,99.0,7,1950.0
725000,3,2,1,3.0,77.0,7,1960.0
465000,3,3,1,1.0,85.0,7,1960.0
1550000,3,2,1,1.0,97.0,8,1950.0
516000,1,2,1,1.0,76.0,8,1970.0
1340000,3,3,1,1.0,128.0,8,1920.0
1316000,3,3,1,2.0,126.0,8,1949.0
828000,2,3,2,1.0,118.0,8,2002.0
1055000,3,3,1,1.0,97.0,8,1930.0
623000,1,2,1,1.0,90.0,8,1970.0
1745000,3,4,2,1.0,185.0,8,1925.0
1700000,3,4,2,2.0,180.0,8,1940.0
420000,1,2,1,1.0,70.0,8,2010.0
1337000,3,4,1,2.0,100.0,8,1930.0
455000,1,2,1,2.0,60.0,8,1960.0
400000,1,2,1,1.0,88.0,8,1975.0
1210000,3,3,1,2.0,122.0,8,1940.0
1167500,3,4,2,1.0,184.0,8,1950.0
900000,2,3,2,1.0,154.0,8,1975.0
2265000,3,4,2,2.0,208.0,7,1925.0
890000,2,3,2,2.0,140.0,7,2005.0
739000,1,2,1,1.0,91.0,7,1965.0
785000,3,3,2,0.0,110.0,7,1950.0
1155000,3,3,1,2.0,170.0,7,1945.0
1020000,3,2,1,1.0,78.0,7,1955.0
1465000,3,3,1,2.0,126.0,7,1960.0
855000,2,3,2,2.0,130.0,7,1980.0
413000,1,1,1,1.0,59.0,7,1960.0
1220000,3,3,1,1.0,110.0,7,1975.0
1605000,3,3,2,2.0,165.0,7,1920.0
587000,1,2,1,1.0,78.0,7,1960.0
1535000,3,3,1,2.0,140.0,7,1950.0
1470000,3,4,2,1.0,217.0,7,1950.0
1486000,3,3,1,2.0,158.0,7,1930.0
1850000,3,3,2,2.0,232.0,7,2000.0
500000,1,2,1,1.0,70.0,7,1960.0
1102000,3,3,1,1.0,115.0,7,1950.0
1275000,3,3,2,2.0,169.0,7,1950.0
785000,2,2,2,1.0,135.0,7,2010.0
1223500,3,3,2,2.0,136.0,7,1980.0
1720000,3,4,2,3.0,233.0,7,1935.0
1225000,3,3,1,1.0,130.0,7,1930.0
1460000,3,4,1,2.0,181.0,7,1940.0
421000,1,1,1,1.0,58.0,7,1992.0
700000,2,3,2,1.0,110.0,7,1990.0
710000,2,2,1,1.0,120.0,7,2012.0
650000,1,3,2,2.0,96.0,7,2000.0
545000,3,3,2,2.0,163.0,4,1980.0
500000,3,4,1,2.0,100.0,4,1985.0
560000,3,4,2,2.0,155.0,4,1980.0
703000,3,3,2,2.0,200.0,4,1995.0
650000,3,3,1,1.0,104.0,4,1970.0
770000,2,3,2,1.0,201.0,4,2010.0
900000,3,4,2,1.0,125.0,4,2011.0
700000,3,3,2,2.0,116.0,4,1999.0
816000,3,4,2,1.0,188.0,4,1978.0
845000,3,4,1,1.0,126.0,4,1965.0
772000,3,3,2,3.0,132.0,4,1980.0
650000,3,3,2,2.0,113.0,4,2013.0
757000,3,3,2,1.0,140.0,4,1960.0
690000,3,3,2,2.0,148.0,4,1970.0
583000,3,3,1,1.0,133.0,4,2003.0
880000,3,3,1,2.0,123.0,4,1980.0
580000,1,3,2,2.0,138.0,4,2013.0
920000,3,4,2,2.0,182.0,4,1992.0
976000,3,3,3,2.0,212.0,4,1980.0
1420000,3,4,2,2.0,250.0,4,2011.0
900000,3,3,1,1.0,127.0,4,1970.0
560000,1,3,1,2.0,102.0,4,2000.0
835000,3,4,2,3.0,184.0,4,1990.0
705000,2,3,2,1.0,156.0,4,1995.0
680000,2,3,2,2.0,154.0,4,1998.0
785000,3,3,1,2.0,141.0,4,1965.0
695000,3,3,2,2.0,154.0,4,1970.0
502000,1,2,1,2.0,85.0,4,1990.0
770000,3,4,2,2.0,174.0,4,1970.0
570000,3,3,1,2.0,120.0,4,1970.0
830000,3,4,2,2.0,198.0,4,1995.0
600000,3,3,1,1.0,125.0,4,1970.0
825000,3,3,2,1.0,126.0,4,2017.0
735000,3,4,2,2.0,184.0,4,2000.0
875000,3,3,2,2.0,130.0,4,1970.0
601200,3,3,1,1.0,147.0,4,1960.0
680000,3,3,1,2.0,105.0,4,1980.0
705000,3,3,1,2.0,201.0,4,1970.0
710000,2,3,2,1.0,133.0,4,2013.0
732000,3,4,2,2.0,233.0,4,1980.0
852000,3,3,1,1.0,138.0,5,2000.0
1037000,3,3,1,1.0,106.0,5,1910.0
1470000,3,3,1,1.0,121.0,5,1910.0
492500,1,2,1,1.0,81.0,5,2008.0
420000,1,2,1,1.0,55.0,5,1970.0
420000,1,2,1,1.0,80.0,5,2002.0
1271000,3,3,1,1.0,113.0,5,1900.0
1010000,3,3,1,0.0,104.0,5,1900.0
750000,2,2,1,1.0,112.0,5,2002.0
905000,3,2,2,1.0,126.0,5,1999.0
960000,3,2,1,1.0,72.0,5,1900.0
1031000,3,2,1,1.0,99.0,5,1900.0
870000,3,3,1,1.0,95.0,5,1992.0
1165000,3,3,1,0.0,135.0,5,1910.0
1455000,3,3,1,0.0,120.0,5,1900.0
365000,1,1,1,1.0,47.0,5,2012.0
442000,1,2,2,1.0,71.0,5,2010.0
765000,3,2,1,2.0,76.0,5,1965.0
515000,1,2,1,1.0,81.0,5,2010.0
370000,1,1,1,1.0,50.0,5,2012.0
1234500,3,2,2,2.0,127.0,5,2008.0
666000,1,2,1,2.0,92.0,5,1998.0
825000,3,2,1,1.0,88.0,5,1915.0
812000,2,2,1,0.0,79.0,5,1887.0
445000,1,1,1,0.0,67.0,5,1997.0
732000,3,2,2,1.0,130.0,5,2002.0
1260000,3,3,2,2.0,147.0,5,1900.0
1000000,3,3,2,2.0,132.0,5,1997.0
1155000,3,2,1,1.0,101.0,5,1890.0
790000,2,3,2,2.0,136.0,5,2003.0
700000,2,2,2,1.0,97.0,5,2009.0
1230000,3,3,1,1.0,109.0,5,1915.0
460000,1,2,1,1.0,84.0,5,2010.0
395000,1,2,1,1.0,80.0,5,2002.0
850000,3,2,1,1.0,90.0,5,1900.0
868000,3,2,1,1.0,103.0,5,2000.0
773000,2,2,1,1.0,90.0,5,1970.0
631090,1,2,2,1.0,94.0,5,2012.0
410000,1,2,1,1.0,86.0,5,2000.0
425000,1,2,1,1.0,59.0,5,2006.0
610000,1,2,1,1.0,72.0,8,1968.0
882000,1,3,2,2.0,141.0,8,1950.0
1326000,3,2,1,2.0,80.0,8,1890.0
1950000,3,4,2,2.0,251.0,8,2000.0
1910000,3,4,3,2.0,199.0,8,2016.0
1410000,3,3,1,2.0,127.0,8,1885.0
2310000,3,3,1,2.0,175.0,8,1920.0
2315000,3,4,2,0.0,183.0,8,1900.0
800000,2,3,2,2.0,97.0,8,1970.0
580000,1,2,1,1.0,90.0,8,1970.0
1905000,3,3,2,2.0,190.0,8,1910.0
478000,1,2,1,1.0,51.0,8,1970.0
672000,1,2,1,1.0,77.0,8,1966.0
2286000,3,4,3,2.0,237.0,8,1975.0
1575000,3,3,2,2.0,80.0,8,1940.0
590000,1,2,1,1.0,80.0,8,1975.0
1312000,3,4,2,1.0,180.0,8,1955.0
890000,1,2,2,1.0,87.0,8,1965.0
1331000,3,2,1,1.0,89.0,8,1940.0
1800000,3,4,2,2.0,187.0,8,1940.0
1476000,3,3,2,2.0,203.0,8,1997.0
2265000,3,4,1,1.0,242.0,8,1930.0
1330000,2,3,2,2.0,184.0,8,1995.0
1450000,3,3,2,2.0,204.0,8,1998.0
551000,1,2,1,2.0,86.0,8,1992.0
610000,1,2,1,1.0,72.0,8,1968.0
955000,1,3,2,2.0,121.0,8,1980.0
707500,2,2,1,1.0,86.0,8,1992.0
732000,2,3,1,1.0,110.0,8,1980.0
1500000,3,3,1,2.0,130.0,8,1941.0
1750000,3,4,3,2.0,230.0,8,2010.0
1100000,1,3,1,1.0,115.0,8,1935.0
1440000,3,3,1,1.0,130.0,8,1900.0
620000,1,3,1,1.0,112.0,8,1970.0
1420000,3,3,2,2.0,153.0,8,1999.0
1800000,3,3,2,1.0,139.0,8,1910.0
395000,1,1,1,1.0,55.0,8,2005.0
605000,1,2,1,1.0,83.0,8,1960.0
1920000,3,3,1,2.0,152.0,8,1940.0
1615000,3,3,1,1.0,127.0,8,1933.0
1315000,3,4,2,2.0,200.0,8,1930.0
1315000,3,4,2,2.0,200.0,8,1930.0
1620000,2,3,2,2.0,167.0,8,2012.0
615000,2,3,2,2.0,161.0,4,2007.0
715000,3,3,1,1.0,128.0,4,1970.0
826000,3,4,2,2.0,185.0,4,2012.0
275000,1,2,1,1.0,63.0,4,1960.0
711000,3,2,1,0.0,69.0,4,1920.0
695000,2,3,2,1.0,124.0,4,2012.0
490000,3,3,1,2.0,91.0,4,1960.0
502000,3,2,1,1.0,79.0,4,2005.0
721000,3,3,2,1.0,121.0,4,1955.0
840000,3,3,1,1.0,81.0,4,1900.0
335000,1,2,1,1.0,70.0,4,2009.0
832000,3,3,1,2.0,125.0,4,1950.0
646000,3,2,1,2.0,95.0,4,1900.0
673000,3,3,1,2.0,107.0,4,1910.0
695000,3,3,1,2.0,146.0,4,2007.0
349000,1,2,1,1.0,69.0,4,2011.0
555000,2,3,1,2.0,121.0,4,2012.0
352500,1,2,1,1.0,66.0,4,2012.0
510000,2,2,1,2.0,91.0,4,2014.0
490000,3,3,1,2.0,80.0,4,1960.0
675000,3,4,1,1.0,80.0,4,1950.0
865000,3,3,1,3.0,121.0,4,1940.0
600000,2,2,2,1.0,112.0,4,2012.0
773000,3,4,1,2.0,137.0,4,1970.0
2050000,3,3,2,1.0,180.0,8,1890.0
2025000,3,3,2,2.0,105.0,8,1910.0
611000,1,2,1,1.0,68.0,8,2008.0
1390000,2,3,2,1.0,181.0,8,1995.0
566000,1,2,1,1.0,80.0,8,1970.0
1437000,3,3,1,1.0,132.0,8,1910.0
500000,2,2,1,1.0,54.0,8,1970.0
1326000,3,2,1,0.0,100.0,8,1900.0
1965000,3,4,2,1.0,185.0,8,1890.0
740000,1,2,1,1.0,91.0,8,1967.0
1970000,3,3,2,1.0,106.0,8,1910.0
1475000,3,2,1,1.0,95.0,8,2001.0
584000,1,2,1,1.0,74.0,8,1971.0
1490000,3,3,1,1.0,137.0,8,1910.0
1210000,3,3,2,1.0,146.0,8,1993.0
2355000,3,4,2,3.0,223.0,8,1915.0
1036000,3,2,1,1.0,102.0,8,1910.0
2273000,3,3,3,1.0,254.0,8,1930.0
2200000,3,4,3,2.0,215.0,8,1920.0
790000,1,2,1,2.0,109.0,8,1970.0
1185000,3,4,2,2.0,180.0,8,1950.0
1837000,3,3,2,1.0,196.0,8,1920.0
1253000,2,3,2,1.0,135.0,8,1994.0
922000,2,3,2,2.0,138.0,8,2000.0
350000,1,1,1,1.0,117.0,8,1975.0
1555000,3,3,2,2.0,150.0,8,1950.0
2123000,3,4,3,2.0,254.0,8,1930.0
1700000,3,4,3,2.0,110.0,8,1930.0
1150000,3,2,1,2.0,119.0,8,1960.0
2001000,3,4,2,2.0,243.0,8,1910.0
1915000,3,3,2,2.0,126.0,8,1920.0
1135000,2,3,3,2.0,130.0,8,1988.0
1240000,2,4,2,2.0,180.0,8,1990.0
1120000,2,3,2,2.0,151.0,8,1990.0
1500000,3,3,1,2.0,165.0,8,1886.0
707500,1,3,1,1.0,83.0,8,1975.0
835000,1,2,1,1.0,118.0,8,1930.0
1870000,3,3,2,1.0,152.0,8,1930.0
820000,1,2,2,1.0,104.0,8,2013.0
480000,1,2,1,1.0,74.0,8,1970.0
1680000,3,3,2,2.0,201.0,8,1998.0
300000,1,1,1,1.0,42.0,8,2013.0
1100000,3,3,1,2.0,126.0,8,1960.0
373000,1,1,1,1.0,38.0,8,1965.0
960000,3,3,2,1.0,114.0,8,1970.0
315000,1,1,1,1.0,46.0,8,1940.0
1297000,3,3,1,1.0,147.0,8,1948.0
1015000,2,3,2,2.0,134.0,8,2013.0
523000,1,2,1,1.0,62.0,8,1960.0
1335000,3,3,2,2.0,133.0,8,1965.0
425000,1,2,1,1.0,57.0,8,1997.0
1670000,3,3,2,1.0,155.0,8,1920.0
1350000,3,4,3,2.0,90.0,8,2010.0
1650000,3,3,1,2.0,114.0,8,1925.0
950000,3,3,1,1.0,132.0,8,1999.0
1782500,3,3,1,2.0,126.0,8,1950.0
650000,2,2,2,1.0,120.0,8,2015.0
975000,3,3,1,2.0,154.0,4,1970.0
560000,2,3,2,2.0,115.0,4,2004.0
355000,2,2,1,1.0,88.0,4,2004.0
550000,2,3,2,2.0,138.0,4,2000.0
420000,1,2,1,2.0,103.0,4,1940.0
399000,3,2,1,1.0,53.0,4,1985.0
730000,2,3,1,2.0,132.0,4,2000.0
662500,1,3,2,2.0,121.0,4,2006.0
410000,2,2,1,2.0,71.0,4,2000.0
920000,3,3,1,2.0,110.0,4,1920.0
1320000,3,3,2,2.0,211.0,4,1900.0
847000,3,3,2,2.0,200.0,4,2002.0
400000,1,2,1,2.0,87.0,4,2007.0
1072000,3,3,2,2.0,175.0,4,1955.0
510000,2,2,2,1.0,142.0,4,2010.0
865000,2,3,2,2.0,3.0,4,2010.0
570000,2,2,1,2.0,128.0,4,2009.0
429000,2,2,1,1.0,88.0,4,1980.0
456000,3,3,2,2.0,95.0,4,2005.0
566000,1,2,2,1.0,80.0,4,2012.0
408000,2,2,1,1.0,84.0,4,1980.0
470000,1,2,2,1.0,79.0,4,2011.0
780000,3,3,3,2.0,184.0,4,2000.0
440000,2,2,1,2.0,85.0,4,2000.0
1048700,3,4,2,2.0,245.0,4,1999.0
400000,2,2,1,2.0,85.0,4,2000.0
1180000,3,4,3,2.0,166.0,4,1960.0
1117000,3,4,3,2.0,207.0,4,2005.0
420000,1,2,1,1.0,68.0,4,1970.0
770000,3,4,2,2.0,231.0,4,2000.0
907000,3,3,1,2.0,124.0,4,1950.0
570000,1,2,2,1.0,204.0,4,2012.0
820000,3,3,2,2.0,160.0,4,2006.0
940000,3,3,1,1.0,141.0,4,1940.0
1030000,3,4,2,1.0,196.0,4,1925.0
1230000,3,4,3,2.0,215.0,4,2009.0
884500,3,3,2,2.0,234.0,4,2005.0
780000,1,2,2,1.0,85.0,5,1997.0
535000,1,2,1,1.0,84.0,5,2001.0
450000,1,2,1,1.0,55.0,5,2014.0
360000,1,2,1,0.0,66.0,5,1974.0
665000,1,2,1,1.0,80.0,5,2004.0
386000,1,1,1,0.0,64.0,5,1976.0
659000,1,1,1,1.0,59.0,5,2006.0
545000,1,2,1,1.0,67.0,5,2002.0
450000,1,1,1,0.0,57.0,5,1960.0
432000,1,1,1,1.0,51.0,5,2005.0
750000,1,3,2,1.0,122.0,5,1998.0
375000,1,1,1,0.0,47.0,5,2014.0
680000,1,1,1,2.0,102.0,5,1965.0
470000,1,2,1,2.0,55.0,5,1917.0
483000,1,2,1,1.0,68.0,5,2004.0
700000,1,1,1,1.0,64.0,5,1920.0
520000,1,2,1,1.0,68.0,5,2005.0
440000,1,1,1,1.0,65.0,5,1920.0
733000,1,2,2,1.0,94.0,5,1965.0
760000,1,3,2,1.0,89.0,5,1997.0
360000,1,2,1,1.0,69.0,5,2009.0
2350000,3,3,1,2.0,132.0,8,1900.0
535000,1,2,1,1.0,58.0,8,1930.0
700000,1,2,1,1.0,67.0,8,1970.0
1025000,3,2,1,0.0,73.0,8,1910.0
1920000,3,2,1,0.0,82.0,8,1910.0
1500000,3,3,2,1.0,165.0,8,1880.0
1630000,3,2,1,0.0,113.0,8,1915.0
1910000,3,3,1,3.0,125.0,8,1900.0
1320000,3,2,1,1.0,115.0,7,1950.0
750000,1,2,2,2.0,80.0,7,2003.0
2200000,3,4,2,2.0,199.0,7,1930.0
1310000,2,3,2,2.0,148.0,7,2001.0
2335000,3,4,2,2.0,170.0,7,1938.0
725000,1,2,2,2.0,116.0,7,2005.0
1200000,2,3,2,2.0,152.0,7,2000.0
1564000,3,3,2,2.0,117.0,7,1950.0
520000,1,2,1,1.0,92.0,7,2005.0
670000,1,3,2,2.0,120.0,4,2000.0
1055000,3,3,2,2.0,189.0,4,2009.0
348000,1,2,1,1.0,63.0,4,2007.0
1780000,3,4,3,2.0,201.0,4,1920.0
1440000,3,3,2,1.0,196.0,4,1880.0
1225000,3,4,1,1.0,120.0,4,1920.0
1445000,3,4,3,2.0,178.0,4,1920.0
990000,3,3,1,2.0,107.0,4,1900.0
1170000,3,3,1,1.0,102.0,4,1930.0
1120000,3,4,1,1.0,138.0,4,1915.0
1530000,3,4,2,1.0,152.0,4,1906.0
832000,3,3,2,2.0,111.0,4,1997.0
420000,1,2,1,1.0,82.0,4,1950.0
565000,1,3,2,1.0,115.0,4,2001.0
550000,1,2,1,1.0,85.0,4,1990.0
1211000,3,4,1,3.0,146.0,4,1910.0
1630000,3,3,2,0.0,199.0,4,1900.0
1160000,3,3,1,1.0,133.0,4,1910.0
1361500,3,4,1,2.0,145.0,4,1920.0
945000,3,2,1,0.0,97.0,4,1890.0
360000,1,1,1,1.0,54.0,4,1965.0
860000,3,2,1,1.0,80.0,4,1920.0
1637000,3,4,1,3.0,190.0,4,1900.0
1505000,3,3,2,2.0,168.0,4,2007.0
515000,2,2,1,1.0,111.0,4,2006.0
330000,1,2,1,1.0,39.0,4,2014.0
1322000,3,4,1,1.0,192.0,4,1930.0
1015000,3,2,1,1.0,125.0,4,1910.0
840000,3,3,1,0.0,136.0,4,1910.0
1400000,3,3,2,2.0,160.0,4,1890.0
1480000,3,3,1,2.0,142.0,4,1910.0
410000,1,2,1,1.0,59.0,4,1970.0
842500,2,3,2,1.0,156.0,4,1995.0
1345000,3,4,2,2.0,193.0,4,1910.0
265000,1,1,1,1.0,41.0,4,1970.0
849000,3,2,1,1.0,95.0,4,1930.0
1425000,3,3,1,1.0,159.0,4,1900.0
330000,1,2,1,1.0,54.0,4,1970.0
726000,2,4,2,1.0,145.0,4,2000.0
1250000,3,3,2,1.0,222.0,4,2002.0
870000,2,3,2,2.0,152.0,4,2000.0
1725000,3,3,2,3.0,203.0,4,1950.0
600000,1,2,1,1.0,81.0,4,1965.0
1505000,3,4,2,2.0,164.0,4,1910.0
850000,3,3,2,1.0,143.0,4,1915.0
292000,1,1,1,1.0,45.0,4,1970.0
470000,1,2,1,1.0,65.0,4,2014.0
1130000,2,3,2,2.0,145.0,4,2013.0
930000,3,3,3,1.0,132.0,4,1910.0
336000,1,1,1,1.0,50.0,4,1980.0
800000,2,2,2,2.0,120.0,4,1970.0
1224000,3,3,1,3.0,143.0,8,1960.0
1000000,3,3,2,2.0,150.0,8,1970.0
380500,1,1,1,1.0,51.0,8,1990.0
1090000,3,3,2,2.0,160.0,8,1960.0
1417250,3,3,2,2.0,180.0,8,1950.0
950000,3,2,1,3.0,75.0,8,1950.0
1140000,3,4,2,1.0,242.0,8,2015.0
750000,2,3,2,1.0,123.0,8,2010.0
1200000,3,4,2,1.0,214.0,8,1955.0
987000,3,3,1,1.0,112.0,8,1960.0
937000,3,3,2,1.0,104.0,8,1960.0
1426000,3,4,2,1.0,218.0,8,1950.0
1016000,3,4,3,2.0,188.0,8,2000.0
901000,3,3,2,3.0,133.0,8,1955.0
1300000,3,4,3,2.0,171.0,8,1973.0
975000,3,3,1,2.0,121.0,8,1940.0
1070000,3,4,2,1.0,140.0,8,1955.0
639000,1,2,1,1.0,79.0,8,1960.0
605000,1,2,1,2.0,68.0,8,1980.0
960000,3,3,1,1.0,115.0,8,1960.0
725000,3,3,2,1.0,137.0,8,1950.0
800000,3,3,2,2.0,107.0,8,1990.0
917000,2,3,2,2.0,152.0,8,2001.0
890000,3,3,1,1.0,114.0,8,1960.0
1008000,3,3,2,1.0,160.0,8,1960.0
1191000,3,2,1,2.0,97.0,8,1950.0
776000,3,2,1,1.0,101.0,8,2002.0
1035000,3,4,1,2.0,161.0,8,1950.0
1160000,3,4,2,2.0,199.0,8,2011.0
240000,1,1,1,1.0,43.0,8,1970.0
1105000,2,4,2,2.0,187.0,8,2015.0
826000,3,3,1,2.0,100.0,4,1957.0
900000,3,3,2,2.0,176.0,4,2010.0
962000,2,3,2,2.0,179.0,4,2011.0
800000,3,2,1,1.0,73.0,4,1940.0
710000,3,4,1,2.0,108.0,4,1955.0
